,Bdrms,Baths_total,FinishedSqft,Lotsize,Sale_date,Year,Month,Sale_price
2410,4,2,2091,12733,2022-05-27,2022,5,293700
2411,4,2,1605,12733,2016-03-01,2016,3,159000
2412,4,2,1605,12733,2017-06-01,2017,6,205000
2414,4,2,1227,12728,2017-03-01,2017,3,155000
2422,3,2,1121,12696,2021-09-10,2021,9,250000
2423,3,1,1161,12692,2020-08-06,2020,8,128000
2425,5,2,2109,12672,2017-04-01,2017,4,159000
2426,5,2,2109,12672,2018-07-01,2018,7,180000
2428,4,3,2087,12654,2013-09-01,2013,9,231000
2429,4,3,2087,12653,2018-05-01,2018,5,263500
2433,4,4,2820,12648,2015-07-01,2015,7,320000
2435,3,1,917,12632,2022-09-22,2022,9,160000
2437,3,4,2236,12620,2021-11-18,2021,11,350000
2439,2,2,2433,12610,2017-11-01,2017,11,205000
2441,3,2,1923,12600,2023-10-23,2023,10,289000
2443,7,2,3600,12600,2023-07-27,2023,7,90000
2445,4,2,1412,12600,2022-09-16,2022,9,245000
2446,3,4,2324,12600,2022-12-15,2022,12,330000
2451,4,2,2464,12600,2021-05-28,2021,5,275000
2458,3,2,1618,12600,2016-07-01,2016,7,185000
2462,3,2,1658,12600,2017-12-01,2017,12,227500
2465,3,2,1923,12600,2018-09-01,2018,9,159900
2467,6,4,2644,12600,2018-11-01,2018,11,120000
2468,4,2,1523,12597,2022-02-17,2022,2,102500
2469,2,1,1368,12593,2022-08-09,2022,8,148800
2470,3,3,2444,12590,2015-06-01,2015,6,242000
2474,6,2,1593,12556,2023-07-21,2023,7,220000
2475,3,2,1593,12556,2021-11-15,2021,11,175000
2477,4,3,2030,12545,2019-09-25,2019,9,285000
2478,4,3,2030,12545,2013-09-01,2013,9,232500
2485,3,3,2437,12526,2020-03-30,2020,3,300000
2486,3,3,2437,12526,2014-09-01,2014,9,210000
2487,3,2,1803,12525,2019-10-07,2019,10,255000
2488,3,2,1803,12525,2013-10-01,2013,10,145000
2494,4,3,2091,12500,2016-06-01,2016,6,220500
2496,6,4,2785,12494,2021-04-20,2021,4,194500
2504,4,4,1938,12480,2016-11-01,2016,11,181500
2507,4,3,1938,12480,2018-04-01,2018,4,185000
2512,4,2,2167,12464,2020-08-25,2020,8,253600
2522,5,4,3224,12439,2017-10-01,2017,10,364900
2523,4,4,2030,12432,2020-03-19,2020,3,225000
2532,4,3,2023,12420,2018-02-01,2018,2,260000
2535,2,1,1364,12400,2022-03-18,2022,3,174900
2536,2,1,909,12400,2020-12-23,2020,12,149000
2538,4,2,1850,12400,2013-07-01,2013,7,217000
2540,4,2,1841,12400,2018-07-01,2018,7,214900
2541,2,1,909,12400,2018-09-01,2018,9,125000
2549,6,2,2115,12383,2016-07-01,2016,7,151900
2554,4,3,2904,12379,2015-06-01,2015,6,259500
2574,4,3,2857,12363,2016-07-01,2016,7,246000
2575,5,4,2794,12362,2017-07-01,2017,7,280000
2577,3,4,1864,12358,2015-03-01,2015,3,276000
2578,4,4,2250,12352,2020-06-23,2020,6,268750
2579,4,2,1827,12352,2015-02-01,2015,2,184000
2582,4,2,2042,12350,2022-12-20,2022,12,294900
2591,3,2,1701,12326,2018-07-01,2018,7,132000
2596,3,1,1408,12320,2015-05-01,2015,5,58500
2600,3,2,1194,12312,2016-09-01,2016,9,177000
2611,3,3,1984,12288,2021-08-31,2021,8,340000
2612,3,3,1984,12288,2018-10-01,2018,10,289900
2616,3,2,1452,12285,2020-07-31,2020,7,265000
2623,5,2,2043,12250,2021-08-25,2021,8,59000
2624,4,3,2452,12240,2023-10-06,2023,10,350000
2626,5,2,2649,12240,2022-07-21,2022,7,209000
2627,4,2,2378,12240,2021-04-15,2021,4,165000
2629,2,3,2307,12240,2019-05-29,2019,5,210000
2630,2,3,2307,12240,2013-12-01,2013,12,171000
2635,3,4,2370,12232,2021-03-16,2021,3,345000
2638,4,3,2090,12223,2019-08-12,2019,8,285000
2646,3,3,2446,12170,2019-09-24,2019,9,320000
2654,4,2,1430,12150,2020-08-07,2020,8,315000
2661,8,1,945,12120,2022-02-10,2022,2,122500
2662,4,3,2239,12118,2020-09-08,2020,9,307000
2664,3,3,2452,12118,2017-02-01,2017,2,287000
2665,4,2,1651,12104,2023-07-18,2023,7,230000
2670,3,3,2066,12100,2017-12-01,2017,12,195000
2671,3,1,1296,12099,2023-02-28,2023,2,120000
2674,4,3,1709,12096,2015-08-01,2015,8,175500
2678,4,2,1436,12078,2014-07-01,2014,7,155000
2680,4,3,2329,12077,2015-08-01,2015,8,303400
2682,4,4,2540,12075,2015-01-01,2015,1,220000
2686,4,3,1946,12066,2018-04-01,2018,4,262000
2691,4,3,2576,12064,2019-05-13,2019,5,339000
2692,4,3,2384,12064,2014-02-01,2014,2,285000
2694,5,4,3543,12064,2017-09-01,2017,9,322000
2697,9,4,2372,12060,2022-01-21,2022,1,270000
2706,5,3,2180,12040,2021-09-23,2021,9,290000
2707,3,2,1842,12040,2020-10-06,2020,10,290500
2709,6,3,2180,12040,2013-09-01,2013,9,160500
2711,6,4,2880,12031,2019-01-11,2019,1,192400
2715,3,2,1764,12024,2017-02-01,2017,2,100500
2716,4,2,2032,12024,2018-04-01,2018,4,200050
2717,4,4,1984,12019,2022-02-18,2022,2,310000
2718,4,4,1984,12019,2015-10-01,2015,10,184900
2720,4,2,1713,12015,2019-04-04,2019,4,178000
2721,4,2,1641,12015,2018-08-01,2018,8,204500
2724,4,4,3183,12009,2017-12-01,2017,12,314500
2725,4,4,2311,12009,2018-05-01,2018,5,315000
2731,4,3,2319,12008,2017-10-01,2017,10,326305
2736,3,2,1843,12001,2017-08-01,2017,8,169900
2737,5,2,1816,12000,2023-10-31,2023,10,237000
2739,3,2,1743,12000,2023-10-17,2023,10,375000
2746,4,3,2249,12000,2022-03-25,2022,3,285000
2750,3,3,1825,12000,2021-07-15,2021,7,320000
2751,4,3,2223,12000,2021-12-03,2021,12,305582
2754,3,2,1437,12000,2021-01-03,2021,1,185000
2755,4,3,2464,12000,2021-12-03,2021,12,305000
2759,5,2,2074,12000,2021-07-19,2021,7,248800
2762,3,3,2130,12000,2020-06-10,2020,6,305000
2763,3,2,2017,12000,2020-08-21,2020,8,300000
2774,3,2,2061,12000,2019-10-30,2019,10,230000
2778,4,3,2097,12000,2019-06-17,2019,6,206000
2794,4,3,2104,12000,2014-09-01,2014,9,210000
2798,5,2,1733,12000,2014-12-01,2014,12,126500
2805,4,3,2159,12000,2015-07-01,2015,7,245000
2806,4,3,2464,12000,2015-09-01,2015,9,212000
2814,4,3,2269,12000,2016-06-01,2016,6,184500
2819,3,2,2017,12000,2016-09-01,2016,9,200000
2820,5,2,2074,12000,2016-11-01,2016,11,202000
2821,6,2,3420,12000,2017-01-01,2017,1,65000
2834,4,2,3042,11978,2022-10-19,2022,10,297000
2835,4,1,1773,11971,2021-06-24,2021,6,220000
2836,3,2,2138,11970,2022-06-14,2022,6,335000
2844,4,2,2297,11952,2021-02-05,2021,2,300000
2846,5,2,2184,11952,2017-12-01,2017,12,205000
2848,4,2,1933,11944,2020-02-21,2020,2,173000
2850,4,2,1542,11934,2016-10-01,2016,10,108000
2851,3,2,1444,11932,2018-08-01,2018,8,100000
2852,4,1,1551,11926,2017-10-01,2017,10,127955
2854,4,1,1237,11916,2022-06-07,2022,6,198000
2859,4,3,2668,11900,2019-06-20,2019,6,273000
2861,4,3,2668,11900,2017-02-01,2017,2,247000
2862,4,3,2668,11900,2017-10-01,2017,10,257500
2867,3,2,1845,11880,2023-12-12,2023,12,224000
2869,4,2,1616,11880,2021-06-22,2021,6,249900
2870,3,2,1845,11880,2020-09-04,2020,9,188500
2872,2,2,1080,11880,2016-06-01,2016,6,143500
2874,4,3,2182,11880,2017-04-01,2017,4,205000
2876,4,2,1467,11875,2021-03-30,2021,3,135510
2878,4,4,3072,11875,2018-05-01,2018,5,169000
2882,3,3,2728,11858,2017-11-01,2017,11,120000
2887,4,2,1330,11842,2021-07-01,2021,7,129000
2889,4,2,2176,11837,2021-05-28,2021,5,298000
2893,4,2,2116,11832,2016-12-01,2016,12,215000
2894,3,3,1926,11830,2013-08-01,2013,8,250000
2913,3,2,1392,11792,2023-07-28,2023,7,156000
2915,3,2,1107,11792,2020-08-18,2020,8,200000
2916,4,2,1720,11780,2017-11-01,2017,11,121500
2918,2,2,1654,11778,2021-12-08,2021,12,247500
2919,2,1,1404,11778,2020-10-09,2020,10,115000
2927,3,2,1645,11760,2021-06-14,2021,6,158000
2943,3,2,1595,11730,2020-05-11,2020,5,150000
2946,5,3,2283,11700,2021-06-24,2021,6,280000
2948,4,2,1580,11700,2020-10-30,2020,10,171700
2952,3,2,1493,11700,2017-03-01,2017,3,150000
2954,3,1,1364,11700,2017-11-01,2017,11,174900
2958,3,1,1283,11695,2020-02-04,2020,2,155000
2963,3,2,1886,11674,2018-04-01,2018,4,225000
2970,3,2,1758,11650,2020-06-30,2020,6,240000
2976,3,2,1174,11625,2021-11-12,2021,11,290000
2979,3,1,1174,11625,2015-11-01,2015,11,79900
2980,3,1,1174,11625,2016-12-01,2016,12,159500
2981,2,1,1541,11620,2021-08-28,2021,8,150000
2984,4,2,1799,11614,2020-07-02,2020,7,221500
2986,3,2,1564,11610,2021-07-06,2021,7,253000
3001,4,2,1394,11584,2022-06-27,2022,6,280000
3002,3,2,1096,11584,2018-07-01,2018,7,115000
3003,2,2,1402,11577,2016-06-01,2016,6,156900
3004,3,3,2665,11573,2017-06-01,2017,6,228500
3005,3,2,1612,11570,2023-10-18,2023,10,245000
3007,3,2,1612,11570,2018-08-01,2018,8,190000
3014,3,2,2085,11550,2023-07-27,2023,7,199000
3016,3,3,2194,11550,2022-06-03,2022,6,330000
3018,4,2,1600,11550,2021-11-10,2021,11,249900
3020,3,1,1371,11550,2020-03-18,2020,3,171500
3021,4,2,1600,11550,2019-02-08,2019,2,189900
3035,3,4,2112,11523,2016-03-01,2016,3,205000
3037,4,2,2446,11520,2022-07-01,2022,7,260000
3040,4,2,1750,11520,2020-09-24,2020,9,180000
3051,5,3,3200,11514,2019-07-30,2019,7,369100
3060,3,2,1029,11487,2019-10-02,2019,10,150100
3062,3,3,2947,11487,2013-04-01,2013,4,285000
3070,4,2,1804,11475,2023-03-29,2023,3,75000
3080,4,3,2698,11455,2013-10-01,2013,10,242000
3084,4,3,1907,11440,2022-05-18,2022,5,260000
3086,3,2,1476,11440,2013-07-01,2013,7,173400
3095,4,3,2304,11402,2020-06-29,2020,6,299900
3098,4,6,5566,11400,2020-05-22,2020,5,285000
3102,4,2,1606,11400,2015-11-01,2015,11,136000
3108,3,2,2008,11389,2018-07-01,2018,7,234900
3115,3,2,1519,11368,2022-11-08,2022,11,110000
3116,5,2,1462,11365,2021-08-09,2021,8,174900
3119,4,2,2171,11352,2021-01-04,2021,1,274900
3124,3,3,1957,11326,2018-06-01,2018,6,265000
3134,4,1,1269,11310,2022-06-28,2022,6,182000
3138,3,2,1458,11309,2022-05-18,2022,5,115000
3152,2,2,1235,11264,2020-01-24,2020,1,165000
3153,3,2,1537,11264,2013-01-01,2013,1,168000
3154,2,2,1235,11264,2016-04-01,2016,4,115000
3156,3,2,1250,11261,2020-07-30,2020,7,221000
3159,4,2,1594,11250,2023-05-24,2023,5,295000
3162,3,2,1766,11250,2023-12-12,2023,12,200000
3174,3,2,1494,11250,2021-05-07,2021,5,225000
3175,3,2,1836,11250,2021-08-20,2021,8,250000
3179,4,2,1397,11250,2020-10-28,2020,10,230000
3180,3,2,1895,11250,2020-12-29,2020,12,271000
3181,4,2,1612,11250,2019-08-08,2019,8,150500
3182,4,2,1591,11250,2019-04-10,2019,4,198000
3184,4,3,2058,11250,2019-01-18,2019,1,165000
3188,4,2,1594,11250,2015-11-01,2015,11,157000
3191,4,2,1854,11250,2016-11-01,2016,11,165000
3200,3,2,1789,11248,2015-04-01,2015,4,121900
3201,3,2,1922,11236,2022-11-08,2022,11,315000
3202,3,2,1817,11236,2015-09-01,2015,9,198500
3203,5,2,3448,11235,2021-06-21,2021,6,325000
3209,5,4,2924,11220,2023-07-10,2023,7,365000
3222,4,2,1858,11200,2021-06-30,2021,6,273000
3228,4,2,1858,11200,2013-10-01,2013,10,179900
3231,5,3,3595,11200,2017-06-01,2017,6,140000
3244,5,2,2573,11180,2018-06-01,2018,6,241000
3253,5,2,2468,11160,2022-08-14,2022,8,300000
3261,4,2,1600,11160,2018-11-01,2018,11,132000
3263,4,2,1288,11150,2021-01-04,2021,1,200000
3264,6,4,2540,11150,2019-08-16,2019,8,275500
3265,4,2,1259,11150,2019-11-15,2019,11,172000
3266,3,2,1303,11150,2017-02-01,2017,2,156000
3268,2,1,1054,11138,2014-05-01,2014,5,65000
3274,4,3,2224,11129,2020-07-07,2020,7,275000
3275,4,3,2224,11129,2013-02-01,2013,2,181000
3276,6,4,2785,11124,2016-06-01,2016,6,119900
3277,3,3,2350,11122,2020-12-07,2020,12,270000
3279,3,2,1460,11120,2022-05-20,2022,5,255000
3282,4,2,2352,11100,2021-08-10,2021,8,114000
3310,6,4,2521,11050,2022-08-30,2022,8,375000
3313,4,2,1578,11050,2014-06-01,2014,6,158500
3315,3,3,2744,11049,2020-12-24,2020,12,274000
3318,4,4,2431,11040,2020-06-26,2020,6,245000
3319,4,3,2283,11040,2017-12-01,2017,12,195000
3337,2,1,1204,11017,2020-09-15,2020,9,202600
3342,4,3,2678,11012,2014-04-01,2014,4,259500
3343,4,3,2678,11012,2018-05-01,2018,5,294900
3348,4,2,1759,11000,2021-09-27,2021,9,276000
3358,3,2,1531,10980,2021-03-12,2021,3,220000
3359,5,2,2086,10980,2021-04-21,2021,4,320000
3366,5,3,2146,10966,2021-05-20,2021,5,145000
3367,6,2,2851,10965,2023-11-06,2023,11,74000
3370,6,2,2337,10960,2022-09-01,2022,9,215000
3377,4,3,1709,10950,2023-12-06,2023,12,317000
3387,3,2,1635,10935,2022-02-23,2022,2,160000
3388,2,1,906,10935,2021-04-13,2021,4,155000
3400,12,4,2896,10908,2022-04-11,2022,4,247500
3408,8,2,1520,10895,2022-02-28,2022,2,165000
3409,4,2,1520,10895,2016-10-01,2016,10,137200
3410,4,3,2460,10890,2023-03-30,2023,3,175000
3413,4,2,1594,10890,2016-03-01,2016,3,113000
3416,3,2,1858,10880,2022-05-26,2022,5,180000
3420,3,2,1645,10880,2016-11-01,2016,11,115900
3421,3,2,1517,10880,2017-08-01,2017,8,172000
3424,5,4,2250,10875,2021-07-27,2021,7,295400
3425,3,2,1857,10875,2014-04-01,2014,4,188000
3426,5,4,2250,10875,2017-04-01,2017,4,230000
3430,4,3,3092,10865,2020-09-20,2020,9,342000
3438,5,3,2179,10841,2016-07-01,2016,7,191000
3439,3,2,1414,10836,2023-08-07,2023,8,200000
3440,3,2,1414,10836,2019-10-15,2019,10,145900
3441,3,2,1724,10836,2017-05-01,2017,5,177000
3444,3,1,968,10830,2023-07-31,2023,7,55000
3448,6,6,2833,10824,2014-09-01,2014,9,226000
3454,3,2,2071,10801,2023-07-07,2023,7,265000
3456,4,2,1449,10800,2023-01-05,2023,1,169900
3463,6,2,2590,10800,2023-06-12,2023,6,69561
3469,10,2,1155,10800,2022-09-01,2022,9,119000
3471,3,2,1862,10800,2022-12-14,2022,12,160000
3473,3,2,1065,10800,2022-07-18,2022,7,260000
3474,6,4,3368,10800,2022-12-02,2022,12,306000
3475,2,1,876,10800,2022-06-23,2022,6,210000
3477,4,3,1346,10800,2021-11-10,2021,11,100000
3479,5,2,1155,10800,2021-05-21,2021,5,99000
3481,3,2,1835,10800,2021-06-10,2021,6,250375
3482,4,2,2016,10800,2021-04-29,2021,4,59900
3483,4,2,1942,10800,2021-05-26,2021,5,90000
3484,3,1,1543,10800,2021-08-30,2021,8,130000
3488,3,1,1458,10800,2020-12-11,2020,12,139500
3507,4,3,1948,10800,2019-09-23,2019,9,282000
3522,3,1,1835,10800,2017-06-01,2017,6,157000
3524,3,1,1424,10800,2017-07-01,2017,7,138500
3537,10,2,2454,10790,2022-04-06,2022,4,80000
3539,3,2,1489,10790,2019-05-30,2019,5,185000
3547,2,1,780,10780,2023-04-05,2023,4,192000
3558,6,4,2785,10764,2022-09-06,2022,9,170000
3559,4,3,2108,10763,2015-10-01,2015,10,189900
3577,3,2,1769,10744,2018-04-01,2018,4,200000
3579,4,2,2069,10735,2015-12-01,2015,12,82500
3583,4,4,2666,10729,2018-08-01,2018,8,200000
3588,3,2,1964,10725,2018-09-01,2018,9,217500
3589,4,1,1224,10720,2023-10-17,2023,10,122000
3594,4,3,2212,10720,2017-01-01,2017,1,201000
3596,3,2,1497,10720,2017-12-01,2017,12,120000
3604,3,1,959,10704,2016-06-01,2016,6,84900
3609,2,2,1304,10695,2021-08-16,2021,8,277000
3610,12,11,5306,10693,2013-10-01,2013,10,355000
3611,3,3,1852,10692,2022-04-21,2022,4,370000
3613,3,3,1852,10692,2018-06-01,2018,6,218000
3621,3,2,1080,10680,2023-11-27,2023,11,260000
3622,3,3,1136,10680,2022-08-26,2022,8,260000
3623,3,3,1402,10680,2022-08-02,2022,8,260000
3624,3,2,1595,10680,2021-11-30,2021,11,227000
3627,4,2,1639,10680,2021-08-27,2021,8,205000
3628,3,2,1098,10680,2021-08-30,2021,8,205000
3629,4,2,1916,10680,2021-07-16,2021,7,238000
3630,4,2,1823,10680,2020-08-10,2020,8,300000
3634,3,3,1136,10680,2014-02-01,2014,2,170000
3636,4,2,1380,10680,2015-10-01,2015,10,145000
3637,6,2,2038,10680,2015-11-01,2015,11,93000
3639,2,1,862,10680,2017-05-01,2017,5,81000
3640,4,3,2184,10680,2017-06-01,2017,6,186400
3642,4,2,1610,10665,2020-03-16,2020,3,115000
3647,5,3,2310,10660,2020-09-25,2020,9,249900
3650,5,3,2310,10660,2014-08-01,2014,8,162500
3652,5,3,2310,10660,2017-06-01,2017,6,189900
3661,5,3,2132,10650,2020-11-09,2020,11,270000
3665,3,2,1239,10640,2023-11-17,2023,11,235000
3668,4,2,2808,10640,2020-11-12,2020,11,320000
3671,3,3,2042,10640,2014-10-01,2014,10,105000
3676,4,2,1446,10626,2020-12-01,2020,12,187900
3683,5,3,2163,10624,2019-04-01,2019,4,170500
3686,3,2,1601,10624,2016-02-01,2016,2,168000
3690,4,3,2479,10615,2018-04-01,2018,4,127000
3696,3,3,2000,10607,2021-10-15,2021,10,339900
3698,4,4,3140,10607,2020-01-24,2020,1,315000
3701,3,4,2028,10607,2017-04-01,2017,4,279000
3708,6,4,2297,10585,2020-09-21,2020,9,187400
3709,3,1,1436,10584,2022-03-24,2022,3,295000
3710,3,2,1948,10584,2021-04-22,2021,4,200000
3713,3,2,1300,10582,2020-11-13,2020,11,254900
3715,3,2,1300,10582,2013-12-01,2013,12,199900
3716,4,4,2240,10582,2015-09-01,2015,9,215000
3717,6,4,2476,10576,2020-05-05,2020,5,145500
3718,6,4,2476,10576,2020-02-21,2020,2,112500
3727,3,2,1765,10560,2022-07-27,2022,7,290000
3730,6,4,2896,10560,2020-03-16,2020,3,215000
3733,4,2,1911,10560,2013-10-01,2013,10,130900
3737,3,2,1377,10560,2017-02-01,2017,2,164900
3738,3,2,1765,10560,2017-07-01,2017,7,144000
3743,4,2,3904,10559,2015-04-01,2015,4,150000
3744,4,2,3904,10558,2022-09-29,2022,9,250000
3745,6,4,2880,10558,2017-12-01,2017,12,230600
3748,4,2,1595,10548,2015-02-01,2015,2,125000
3749,3,2,1038,10547,2020-06-05,2020,6,191900
3757,4,2,1636,10530,2021-06-21,2021,6,210000
3759,4,2,1641,10530,2020-11-30,2020,11,261000
3764,3,1,1296,10529,2016-06-01,2016,6,75000
3769,4,2,1565,10512,2014-03-01,2014,3,121900
3773,5,4,3328,10506,2017-10-01,2017,10,338000
3778,3,2,1713,10500,2022-11-16,2022,11,187000
3785,3,1,1152,10500,2021-09-28,2021,9,71200
3793,4,2,1452,10500,2020-04-27,2020,4,227000
3800,5,2,2138,10500,2013-05-01,2013,5,105000
3811,2,2,1283,10500,2017-03-01,2017,3,160000
3814,3,1,1114,10500,2017-08-01,2017,8,125000
3817,4,2,1827,10500,2018-03-01,2018,3,212000
3820,4,2,1615,10496,2022-08-05,2022,8,189900
3823,3,2,1122,10496,2020-09-11,2020,9,159000
3828,3,2,1704,10496,2017-12-01,2017,12,149500
3830,3,2,1204,10494,2019-06-14,2019,6,201000
3831,3,2,1204,10494,2014-08-01,2014,8,158000
3842,2,2,1107,10476,2017-05-01,2017,5,138750
3843,3,2,1283,10475,2019-12-05,2019,12,199900
3845,6,4,2223,10472,2023-02-24,2023,2,325000
3846,3,2,1629,10472,2020-12-22,2020,12,170000
3847,3,2,1949,10472,2019-11-15,2019,11,216000
3849,4,2,1667,10472,2017-01-01,2017,1,140000
3850,4,3,3860,10465,2015-10-01,2015,10,330000
3851,3,3,2121,10461,2021-02-15,2021,2,305000
3852,4,3,2062,10461,2020-07-22,2020,7,295000
3853,3,3,2121,10461,2019-06-14,2019,6,271650
3855,3,2,2080,10461,2016-11-01,2016,11,201000
3859,3,1,1189,10455,2020-06-01,2020,6,149000
3860,4,3,1386,10452,2023-12-29,2023,12,155000
3861,4,3,2496,10452,2017-07-01,2017,7,249000
3862,4,2,2182,10450,2023-07-18,2023,7,138000
3865,4,2,2182,10450,2018-01-01,2018,1,65500
3872,4,2,1920,10440,2021-02-05,2021,2,235000
3875,6,4,2735,10440,2019-03-15,2019,3,169000
3878,3,1,1137,10440,2015-05-01,2015,5,112000
3881,5,2,1936,10432,2018-03-01,2018,3,170000
3882,7,2,1720,10431,2023-10-10,2023,10,275000
3883,4,2,1720,10431,2021-02-10,2021,2,235000
3884,5,4,2411,10428,2023-03-15,2023,3,340000
3885,4,2,1852,10425,2023-09-22,2023,9,270000
3890,5,3,1874,10419,2014-08-01,2014,8,250000
3891,4,2,1658,10419,2016-09-01,2016,9,234000
3892,4,2,1658,10419,2018-04-01,2018,4,298000
3893,5,3,1874,10419,2018-05-01,2018,5,290100
3894,3,2,1776,10414,2022-09-13,2022,9,285000
3895,3,2,1776,10414,2013-11-01,2013,11,163500
3897,4,2,1816,10412,2017-11-01,2017,11,177500
3906,4,2,2094,10400,2021-10-27,2021,10,346797
3907,4,3,2566,10400,2020-03-06,2020,3,100000
3910,5,3,3312,10400,2020-05-22,2020,5,330000
3914,3,2,1227,10400,2015-08-01,2015,8,93900
3916,4,2,2181,10400,2016-06-01,2016,6,281000
3917,4,3,2878,10400,2017-06-01,2017,6,281000
3919,4,2,1379,10400,2018-09-01,2018,9,129900
3920,3,3,1940,10398,2015-09-01,2015,9,203000
3921,3,3,2941,10397,2019-05-01,2019,5,309900
3928,4,2,1431,10390,2023-06-09,2023,6,140000
3930,4,2,1124,10390,2020-05-29,2020,5,110000
3932,4,2,1124,10390,2017-10-01,2017,10,89900
3936,3,3,2004,10387,2020-09-25,2020,9,285000
3942,4,2,1647,10374,2022-01-19,2022,1,250000
3955,2,1,1211,10368,2014-10-01,2014,10,120000
3956,4,2,1476,10366,2019-04-30,2019,4,201000
3957,4,3,2552,10366,2018-03-01,2018,3,269900
3966,3,1,1303,10353,2020-01-31,2020,1,127000
3974,4,2,1446,10350,2015-08-01,2015,8,133500
3977,3,2,1536,10350,2016-05-01,2016,5,146250
3978,4,2,1546,10350,2017-03-01,2017,3,161000
3983,4,3,2785,10337,2014-05-01,2014,5,128000
3984,3,3,2500,10334,2021-04-05,2021,4,290000
3988,3,3,2016,10325,2022-07-25,2022,7,340000
3989,3,5,3081,10324,2017-03-01,2017,3,300000
4001,4,1,1342,10320,2021-11-11,2021,11,190000
4003,3,3,1705,10320,2021-04-26,2021,4,285000
4005,6,4,2402,10320,2020-10-23,2020,10,125000
4007,3,1,1265,10320,2020-07-07,2020,7,125000
4008,4,1,1694,10320,2020-03-26,2020,3,237500
4010,6,4,2426,10320,2020-11-20,2020,11,279000
4020,4,2,1977,10320,2015-09-01,2015,9,180000
4021,3,3,1705,10320,2016-06-01,2016,6,225000
4022,3,3,1269,10320,2016-07-01,2016,7,90000
4023,5,1,1710,10320,2016-11-01,2016,11,122900
4031,3,1,1422,10307,2017-01-01,2017,1,110000
4033,6,5,3251,10304,2016-11-01,2016,11,195000
4034,6,5,2427,10300,2022-06-29,2022,6,210000
4035,3,3,3158,10300,2022-12-09,2022,12,315000
4042,6,2,2538,10296,2017-03-01,2017,3,140000
4047,2,3,1342,10290,2023-01-27,2023,1,150000
4048,5,1,1704,10290,2017-11-01,2017,11,153000
4050,3,2,1725,10281,2023-04-17,2023,4,292000
4051,3,2,1725,10281,2021-09-04,2021,9,240000
4052,3,2,1725,10281,2014-07-01,2014,7,122925
4056,4,2,1842,10275,2014-11-01,2014,11,168000
4059,3,2,1670,10270,2021-01-29,2021,1,123600
4063,4,3,3040,10263,2020-08-12,2020,8,350000
4070,3,2,1519,10258,2023-08-09,2023,8,75000
4071,3,2,1519,10258,2022-09-06,2022,9,65000
4073,3,2,1863,10251,2020-09-02,2020,9,85000
4083,4,2,2283,10248,2022-01-13,2022,1,210000
4090,5,2,2778,10240,2020-07-28,2020,7,243000
4095,5,4,2940,10236,2020-09-15,2020,9,245000
4098,3,1,1267,10230,2021-03-24,2021,3,85000
4099,4,3,2243,10230,2015-07-01,2015,7,230000
4102,6,4,2896,10224,2019-05-16,2019,5,198000
4103,3,3,1414,10224,2018-04-01,2018,4,99900
4104,4,2,1446,10221,2015-12-01,2015,12,107900
4110,3,2,1124,10210,2020-06-25,2020,6,235000
4121,6,2,3386,10200,2022-01-19,2022,1,149000
4122,6,2,1569,10200,2022-02-01,2022,2,246900
4123,3,2,1913,10200,2021-07-12,2021,7,250000
4126,3,4,2069,10200,2020-12-09,2020,12,319900
4130,6,2,2350,10200,2014-04-01,2014,4,109000
4132,6,4,2402,10200,2015-09-01,2015,9,88000
4134,5,2,1910,10200,2017-02-01,2017,2,153000
4135,3,2,1224,10200,2017-03-01,2017,3,163500
4137,3,2,2069,10200,2017-05-01,2017,5,244900
4141,3,4,2069,10200,2018-04-01,2018,4,255000
4145,4,3,3030,10193,2020-04-09,2020,4,315000
4147,6,4,2749,10192,2020-11-24,2020,11,169000
4148,6,4,2749,10192,2019-11-13,2019,11,81000
4151,4,2,1980,10188,2016-07-01,2016,7,149000
4152,4,3,2282,10188,2018-01-01,2018,1,298200
4154,3,2,1546,10185,2020-12-09,2020,12,160000
4158,3,3,1976,10178,2016-04-01,2016,4,210250
4162,3,3,1870,10176,2017-01-01,2017,1,225600
4163,4,3,2530,10172,2014-05-01,2014,5,240000
4168,4,2,2262,10160,2018-01-01,2018,1,165000
4169,3,3,2113,10153,2014-09-01,2014,9,165500
4186,3,3,2139,10133,2021-03-18,2021,3,365000
4187,5,4,3263,10133,2014-11-01,2014,11,240000
4188,5,4,3263,10133,2016-04-01,2016,4,269900
4191,3,3,1733,10127,2019-11-08,2019,11,285000
4192,3,4,1874,10127,2016-07-01,2016,7,220000
4203,4,2,1746,10125,2022-08-25,2022,8,270000
4210,4,2,1494,10125,2021-11-19,2021,11,165000
4211,4,2,1494,10125,2021-11-19,2021,11,165000
4220,4,2,1617,10125,2020-06-25,2020,6,228000
4225,4,2,1494,10125,2019-01-04,2019,1,103000
4229,4,2,1746,10125,2013-05-01,2013,5,150000
4252,4,2,1617,10125,2018-12-01,2018,12,205000
4255,4,2,2056,10120,2015-05-01,2015,5,61000
4256,4,3,3181,10117,2014-01-01,2014,1,344415
4259,3,2,1949,10115,2021-11-15,2021,11,299900
4262,4,2,1265,10112,2022-08-26,2022,8,210000
4263,4,2,1602,10112,2021-03-12,2021,3,230000
4264,3,2,1572,10112,2014-11-01,2014,11,155000
4267,3,2,1584,10107,2017-12-01,2017,12,245000
4269,3,2,1922,10106,2016-01-01,2016,1,270000
